age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
28,no,travel_rarely,950,research_&_development,3,bachelor,medical,1,1121,very_high,female,93,high,3,manufacturing_director,medium,divorced,7655,8039,0,y,no,17,excellent,medium,80,3,10,3,good,9,7,1,7
46,no,travel_rarely,406,sales,3,below_college,marketing,1,1124,low,male,52,high,4,manager,high,married,17465,15596,3,y,no,12,excellent,very_high,80,1,23,3,better,12,9,4,9
38,no,travel_rarely,130,sales,2,college,marketing,1,1125,very_high,male,32,high,3,sales_executive,medium,single,7351,20619,7,y,no,16,excellent,high,80,0,10,2,better,1,0,0,0
43,no,travel_frequently,1082,research_&_development,27,bachelor,life_sciences,1,1126,high,female,83,high,3,manufacturing_director,low,married,10820,11535,8,y,no,11,excellent,high,80,1,18,1,better,8,7,0,1
39,yes,travel_frequently,203,research_&_development,2,bachelor,life_sciences,1,1127,low,male,84,high,4,healthcare_representative,very_high,divorced,12169,13547,7,y,no,11,excellent,very_high,80,3,21,4,better,18,7,11,5
40,no,travel_rarely,1308,research_&_development,14,bachelor,medical,1,1128,high,male,44,medium,5,research_director,high,single,19626,17544,1,y,no,14,excellent,low,80,0,21,2,best,20,7,4,9
21,no,travel_rarely,984,research_&_development,1,below_college,technical_degree,1,1131,very_high,female,70,medium,1,research_scientist,medium,single,2070,25326,1,y,yes,11,excellent,high,80,0,2,6,best,2,2,2,2
39,no,non_travel,439,research_&_development,9,bachelor,life_sciences,1,1132,high,male,70,high,2,laboratory_technician,medium,single,6782,8770,9,y,no,15,excellent,high,80,0,9,2,good,5,4,0,3
36,no,non_travel,217,research_&_development,18,master,life_sciences,1,1133,low,male,78,high,2,manufacturing_director,very_high,single,7779,23238,2,y,no,20,outstanding,low,80,0,18,0,better,11,9,0,9
31,no,travel_frequently,793,sales,20,bachelor,life_sciences,1,1135,high,male,67,very_high,1,sales_representative,very_high,married,2791,21981,0,y,no,12,excellent,low,80,1,3,4,better,2,2,2,2
28,no,travel_rarely,1451,research_&_development,2,below_college,life_sciences,1,1136,low,male,67,medium,1,research_scientist,medium,married,3201,19911,0,y,no,17,excellent,low,80,0,6,2,bad,5,3,0,4
35,no,travel_frequently,1182,sales,11,college,marketing,1,1137,very_high,male,54,high,2,sales_executive,very_high,divorced,4968,18500,1,y,no,11,excellent,very_high,80,1,5,3,better,5,2,0,2
49,no,travel_rarely,174,sales,8,master,technical_degree,1,1138,very_high,male,56,medium,4,sales_executive,medium,married,13120,11879,6,y,no,17,excellent,medium,80,1,22,3,better,9,8,2,3
34,no,travel_frequently,1003,research_&_development,2,college,life_sciences,1,1140,very_high,male,95,high,2,manufacturing_director,high,single,4033,15834,2,y,no,11,excellent,very_high,80,0,5,3,good,3,2,0,2
29,no,travel_frequently,490,research_&_development,10,bachelor,life_sciences,1,1143,very_high,female,61,high,1,research_scientist,medium,divorced,3291,17940,0,y,no,14,excellent,very_high,80,2,8,2,good,7,5,1,1
42,no,travel_rarely,188,research_&_development,29,bachelor,medical,1,1148,medium,male,56,low,2,laboratory_technician,very_high,single,4272,9558,4,y,no,19,excellent,low,80,0,16,3,better,1,0,0,0
29,no,travel_rarely,718,research_&_development,8,below_college,medical,1,1150,medium,male,79,medium,2,manufacturing_director,very_high,married,5056,17689,1,y,yes,15,excellent,high,80,1,10,2,good,10,7,1,2
38,no,travel_rarely,433,human_resources,1,bachelor,human_resources,1,1152,high,male,37,very_high,1,human_resources,high,married,2844,6004,1,y,no,13,excellent,very_high,80,1,7,2,best,7,6,5,0
28,no,travel_frequently,773,research_&_development,6,bachelor,life_sciences,1,1154,high,male,39,medium,1,research_scientist,high,divorced,2703,22088,1,y,yes,14,excellent,very_high,80,1,3,2,better,3,1,0,2
18,yes,non_travel,247,research_&_development,8,below_college,medical,1,1156,high,male,80,high,1,laboratory_technician,high,single,1904,13556,1,y,no,12,excellent,very_high,80,0,0,0,better,0,0,0,0
33,yes,travel_rarely,603,sales,9,master,marketing,1,1157,low,female,77,high,2,sales_executive,low,single,8224,18385,0,y,yes,17,excellent,low,80,0,6,3,better,5,2,0,3
41,no,travel_rarely,167,research_&_development,12,master,life_sciences,1,1158,medium,male,46,high,1,laboratory_technician,very_high,married,4766,9051,3,y,yes,11,excellent,low,80,1,6,4,better,1,0,0,0
31,yes,travel_frequently,874,research_&_development,15,bachelor,medical,1,1160,high,male,72,high,1,laboratory_technician,high,married,2610,6233,1,y,no,12,excellent,high,80,1,2,5,good,2,2,2,2
37,no,travel_rarely,367,research_&_development,25,college,medical,1,1161,high,female,52,medium,2,healthcare_representative,very_high,divorced,5731,17171,7,y,no,13,excellent,high,80,2,9,2,better,6,2,1,3
27,no,travel_rarely,199,research_&_development,6,bachelor,life_sciences,1,1162,very_high,male,55,medium,1,research_scientist,high,married,2539,7950,1,y,no,13,excellent,high,80,1,4,0,better,4,2,2,2
34,no,travel_rarely,1400,sales,9,below_college,life_sciences,1,1163,medium,female,70,high,2,sales_executive,high,married,5714,5829,1,y,no,20,outstanding,low,80,0,6,3,good,6,5,1,3
35,no,travel_rarely,528,human_resources,8,master,technical_degree,1,1164,high,male,100,high,1,human_resources,high,single,4323,7108,1,y,no,17,excellent,medium,80,0,6,2,bad,5,4,1,4
29,yes,travel_rarely,408,sales,23,below_college,life_sciences,1,1165,very_high,female,45,medium,3,sales_executive,low,married,7336,11162,1,y,no,13,excellent,low,80,1,11,3,bad,11,8,3,10
40,no,travel_frequently,593,research_&_development,9,master,medical,1,1166,medium,female,88,high,3,research_director,high,single,13499,13782,9,y,no,17,excellent,high,80,0,20,3,good,18,7,2,13
42,yes,travel_frequently,481,sales,12,bachelor,life_sciences,1,1167,high,male,44,high,4,sales_executive,low,single,13758,2447,0,y,yes,12,excellent,medium,80,0,22,2,good,21,9,13,14
42,no,travel_rarely,647,sales,4,master,marketing,1,1171,medium,male,45,high,2,sales_executive,low,single,5155,2253,7,y,no,13,excellent,very_high,80,0,9,3,best,6,4,1,5
35,no,travel_rarely,982,research_&_development,1,master,medical,1,1172,very_high,male,58,medium,1,laboratory_technician,high,married,2258,16340,6,y,no,12,excellent,medium,80,1,10,2,better,8,0,1,7
24,no,travel_rarely,477,research_&_development,24,bachelor,medical,1,1173,very_high,male,49,high,1,laboratory_technician,medium,single,3597,6409,8,y,no,22,outstanding,very_high,80,0,6,2,better,4,3,1,2
28,yes,travel_rarely,1485,research_&_development,12,below_college,life_sciences,1,1175,high,female,79,high,1,laboratory_technician,very_high,married,2515,22955,1,y,yes,11,excellent,very_high,80,0,1,4,good,1,1,0,0
26,no,travel_rarely,1384,research_&_development,3,master,medical,1,1177,low,male,82,very_high,1,laboratory_technician,very_high,married,4420,13421,1,y,no,22,outstanding,medium,80,1,8,2,better,8,7,0,7
30,no,travel_rarely,852,sales,10,bachelor,marketing,1,1179,high,male,72,medium,2,sales_executive,high,married,6578,2706,1,y,no,18,excellent,low,80,1,10,3,better,10,3,1,4
40,no,travel_frequently,902,research_&_development,26,college,medical,1,1180,high,female,92,medium,2,research_scientist,very_high,married,4422,21203,3,y,yes,13,excellent,very_high,80,1,16,3,bad,1,1,0,0
35,no,travel_rarely,819,research_&_development,2,bachelor,life_sciences,1,1182,high,male,44,medium,3,manufacturing_director,medium,divorced,10274,19588,2,y,no,18,excellent,medium,80,1,15,2,best,7,7,6,4
34,no,travel_frequently,669,research_&_development,1,bachelor,medical,1,1184,very_high,male,97,medium,2,healthcare_representative,low,single,5343,25755,0,y,no,20,outstanding,high,80,0,14,3,better,13,9,4,9
35,no,travel_frequently,636,research_&_development,4,master,other,1,1185,very_high,male,47,medium,1,laboratory_technician,very_high,married,2376,26537,1,y,no,13,excellent,medium,80,1,2,2,best,2,2,2,2
43,yes,travel_rarely,1372,sales,9,bachelor,marketing,1,1188,low,female,85,low,2,sales_executive,high,single,5346,9489,8,y,no,13,excellent,medium,80,0,7,2,good,4,3,1,3
32,no,non_travel,862,sales,2,below_college,life_sciences,1,1190,high,female,76,high,1,sales_representative,low,divorced,2827,14947,1,y,no,12,excellent,high,80,3,1,3,better,1,0,0,0
56,no,travel_rarely,718,research_&_development,4,master,technical_degree,1,1191,very_high,female,92,high,5,manager,low,divorced,19943,18575,4,y,no,13,excellent,very_high,80,1,28,2,better,5,2,4,2
29,no,travel_rarely,1401,research_&_development,6,below_college,medical,1,1192,medium,female,54,high,1,laboratory_technician,very_high,married,3131,26342,1,y,no,13,excellent,low,80,1,10,5,better,10,8,0,8
19,no,travel_rarely,645,research_&_development,9,college,life_sciences,1,1193,high,male,54,high,1,research_scientist,low,single,2552,7172,1,y,no,25,outstanding,high,80,0,1,4,better,1,1,0,0
45,no,travel_rarely,1457,research_&_development,7,bachelor,medical,1,1195,low,female,83,high,1,research_scientist,high,married,4477,20100,4,y,yes,19,excellent,high,80,1,7,2,good,3,2,0,2
37,no,travel_rarely,977,research_&_development,1,bachelor,life_sciences,1,1196,very_high,female,56,medium,2,manufacturing_director,very_high,married,6474,9961,1,y,no,13,excellent,medium,80,1,14,2,good,14,8,3,11
20,no,travel_rarely,805,research_&_development,3,bachelor,life_sciences,1,1198,low,male,87,medium,1,laboratory_technician,high,single,3033,12828,1,y,no,12,excellent,low,80,0,2,2,good,2,2,1,2
44,yes,travel_rarely,1097,research_&_development,10,master,life_sciences,1,1200,high,male,96,high,1,research_scientist,high,single,2936,10826,1,y,yes,11,excellent,high,80,0,6,4,better,6,4,0,2
53,no,travel_rarely,1223,research_&_development,7,college,medical,1,1201,very_high,female,50,high,5,manager,high,divorced,18606,18640,3,y,no,18,excellent,medium,80,1,26,6,better,7,7,4,7
29,no,travel_rarely,942,research_&_development,15,below_college,life_sciences,1,1202,medium,female,69,low,1,research_scientist,very_high,married,2168,26933,0,y,yes,18,excellent,low,80,1,6,2,good,5,4,1,3
22,yes,travel_frequently,1256,research_&_development,3,master,life_sciences,1,1203,high,male,48,medium,1,research_scientist,very_high,married,2853,4223,0,y,yes,11,excellent,medium,80,1,1,5,better,0,0,0,0
46,no,travel_rarely,1402,sales,2,bachelor,marketing,1,1204,high,female,69,high,4,manager,low,married,17048,24097,8,y,no,23,outstanding,low,80,0,28,2,better,26,15,15,9
44,no,non_travel,111,research_&_development,17,bachelor,life_sciences,1,1206,very_high,male,74,low,1,research_scientist,high,single,2290,4279,2,y,no,13,excellent,very_high,80,0,6,3,better,0,0,0,0
33,no,travel_rarely,147,human_resources,2,bachelor,human_resources,1,1207,medium,male,99,high,1,human_resources,high,married,3600,8429,1,y,no,13,excellent,very_high,80,1,5,2,better,5,4,1,4
41,yes,non_travel,906,research_&_development,5,college,life_sciences,1,1210,low,male,95,medium,1,research_scientist,low,divorced,2107,20293,6,y,no,17,excellent,low,80,1,5,2,bad,1,0,0,0
30,no,travel_rarely,1329,sales,29,master,life_sciences,1,1211,high,male,61,high,2,sales_executive,low,divorced,4115,13192,8,y,no,19,excellent,high,80,3,8,3,better,4,3,0,3
40,no,travel_frequently,1184,sales,2,master,medical,1,1212,medium,male,62,high,2,sales_executive,medium,married,4327,25440,5,y,no,12,excellent,very_high,80,3,5,2,better,0,0,0,0
50,no,travel_frequently,1421,research_&_development,2,bachelor,medical,1,1215,very_high,female,30,high,4,manager,low,married,17856,9490,2,y,no,22,outstanding,high,80,1,32,3,better,2,2,2,2
28,no,travel_rarely,1179,research_&_development,19,master,medical,1,1216,very_high,male,78,medium,1,laboratory_technician,low,married,3196,12449,1,y,no,12,excellent,high,80,3,6,2,better,6,5,3,3
46,no,travel_rarely,1450,research_&_development,15,college,life_sciences,1,1217,very_high,male,52,high,5,research_director,medium,married,19081,10849,5,y,no,11,excellent,low,80,1,25,2,better,4,2,0,3
35,no,travel_rarely,1361,sales,17,master,life_sciences,1,1218,high,male,94,high,2,sales_executive,low,married,8966,21026,3,y,yes,15,excellent,very_high,80,3,15,2,better,7,7,1,7
24,yes,travel_rarely,984,research_&_development,17,college,life_sciences,1,1219,very_high,female,97,high,1,laboratory_technician,medium,married,2210,3372,1,y,no,13,excellent,low,80,1,1,3,bad,1,0,0,0
33,no,travel_frequently,1146,sales,25,bachelor,medical,1,1220,medium,female,82,high,2,sales_executive,high,married,4539,4905,1,y,no,12,excellent,low,80,1,10,3,good,10,7,0,1
36,no,travel_rarely,917,research_&_development,6,master,life_sciences,1,1221,high,male,60,low,1,laboratory_technician,high,divorced,2741,6865,1,y,no,14,excellent,high,80,1,7,4,better,7,7,1,7
30,no,travel_rarely,853,research_&_development,7,master,life_sciences,1,1224,high,male,49,high,2,laboratory_technician,high,divorced,3491,11309,1,y,no,13,excellent,low,80,3,10,4,good,10,7,8,9
44,no,travel_rarely,200,research_&_development,29,master,other,1,1225,very_high,male,32,high,2,research_scientist,very_high,single,4541,7744,1,y,no,25,outstanding,medium,80,0,20,3,better,20,11,13,17
20,no,travel_rarely,654,sales,21,bachelor,marketing,1,1226,high,male,43,very_high,1,sales_representative,very_high,single,2678,5050,1,y,no,17,excellent,very_high,80,0,2,2,better,2,1,2,2
46,no,travel_rarely,150,research_&_development,2,master,technical_degree,1,1228,very_high,male,60,high,2,manufacturing_director,very_high,divorced,7379,17433,2,y,no,11,excellent,high,80,1,12,3,good,6,3,1,4
42,no,non_travel,179,human_resources,2,doctor,medical,1,1231,very_high,male,79,very_high,2,human_resources,low,married,6272,12858,7,y,no,16,excellent,low,80,1,10,3,best,4,3,0,3
60,no,travel_rarely,696,sales,7,master,marketing,1,1233,medium,male,52,very_high,2,sales_executive,very_high,divorced,5220,10893,0,y,yes,18,excellent,medium,80,1,12,3,better,11,7,1,9
32,no,travel_frequently,116,research_&_development,13,bachelor,other,1,1234,high,female,77,medium,1,laboratory_technician,medium,married,2743,7331,1,y,no,20,outstanding,high,80,1,2,2,better,2,2,2,2
32,no,travel_frequently,1316,research_&_development,2,college,life_sciences,1,1235,very_high,female,38,high,2,research_scientist,high,single,4998,2338,4,y,yes,14,excellent,very_high,80,0,10,2,better,8,7,0,7
36,no,travel_rarely,363,research_&_development,1,bachelor,technical_degree,1,1237,high,female,77,low,3,manufacturing_director,low,divorced,10252,4235,2,y,yes,21,outstanding,high,80,1,17,2,better,7,7,7,7
33,no,travel_rarely,117,research_&_development,9,bachelor,medical,1,1238,low,male,60,high,1,research_scientist,very_high,married,2781,6311,0,y,no,13,excellent,medium,80,1,15,5,better,14,10,4,10
40,no,travel_rarely,107,sales,10,bachelor,technical_degree,1,1239,medium,female,84,medium,2,sales_executive,medium,divorced,6852,11591,7,y,no,12,excellent,medium,80,1,7,2,best,5,1,1,3
25,no,travel_rarely,1356,sales,10,master,life_sciences,1,1240,high,male,57,high,2,sales_executive,very_high,single,4950,20623,0,y,no,14,excellent,medium,80,0,5,4,better,4,3,1,1
30,no,travel_rarely,1465,research_&_development,1,bachelor,medical,1,1241,very_high,male,63,high,1,research_scientist,medium,married,3579,9369,0,y,yes,21,outstanding,low,80,1,12,2,better,11,9,5,7
42,no,travel_frequently,458,research_&_development,26,doctor,medical,1,1242,low,female,60,high,3,research_director,low,married,13191,23281,3,y,yes,17,excellent,high,80,0,20,6,better,1,0,0,0
35,no,non_travel,1212,sales,8,college,marketing,1,1243,high,female,78,medium,3,sales_executive,very_high,married,10377,13755,4,y,yes,11,excellent,medium,80,1,16,6,good,13,2,4,12
27,no,travel_rarely,1103,research_&_development,14,bachelor,life_sciences,1,1244,low,male,42,high,1,research_scientist,low,married,2235,14377,1,y,yes,14,excellent,very_high,80,2,9,3,good,9,7,6,8
54,no,travel_frequently,966,research_&_development,1,master,life_sciences,1,1245,very_high,female,53,high,3,manufacturing_director,high,divorced,10502,9659,7,y,no,17,excellent,low,80,1,33,2,bad,5,4,1,4
44,no,travel_rarely,1117,research_&_development,2,below_college,life_sciences,1,1246,low,female,72,very_high,1,research_scientist,very_high,married,2011,19982,1,y,no,13,excellent,very_high,80,1,10,5,better,10,5,7,7
19,yes,non_travel,504,research_&_development,10,bachelor,medical,1,1248,low,female,96,medium,1,research_scientist,medium,single,1859,6148,1,y,yes,25,outstanding,medium,80,0,1,2,best,1,1,0,0
29,no,travel_rarely,1010,research_&_development,1,bachelor,life_sciences,1,1249,low,female,97,high,1,research_scientist,very_high,divorced,3760,5598,1,y,no,15,excellent,low,80,3,3,5,better,3,2,1,2
54,no,travel_rarely,685,research_&_development,3,bachelor,life_sciences,1,1250,very_high,male,85,high,4,research_director,very_high,married,17779,23474,3,y,no,14,excellent,low,80,0,36,2,better,10,9,0,9
31,no,travel_rarely,1332,research_&_development,11,college,medical,1,1251,high,male,80,high,2,healthcare_representative,low,married,6833,17089,1,y,yes,12,excellent,very_high,80,0,6,2,good,6,5,0,1
31,no,travel_rarely,1062,research_&_development,24,bachelor,medical,1,1252,high,female,96,medium,2,healthcare_representative,low,single,6812,17198,1,y,no,19,excellent,medium,80,0,10,2,better,10,9,1,8
59,no,travel_rarely,326,sales,3,bachelor,life_sciences,1,1254,high,female,48,medium,2,sales_executive,very_high,single,5171,16490,5,y,no,17,excellent,very_high,80,0,13,2,better,6,1,0,5
43,no,travel_rarely,920,research_&_development,3,bachelor,life_sciences,1,1255,high,male,96,low,5,research_director,very_high,married,19740,18625,3,y,no,14,excellent,medium,80,1,25,2,better,8,7,0,7
49,no,travel_rarely,1098,research_&_development,4,college,medical,1,1256,low,male,85,medium,5,manager,high,married,18711,12124,2,y,no,13,excellent,high,80,1,23,2,best,1,0,0,0
